account_id,account_iban,account_currency,account_open_date,account_close_date
20615a54-0310-4ba6-afb8-3ff3e3365c5a,CH7410869026882741929,CHF,2019-09-18,
744c7424-cde8-46cb-9ea2-1d0518b1fe23,CH9836049484749438964,CHF,2015-05-30,
78e7623e-2d2c-49fc-aa7c-1dfe428a2a5c,CH4017931177794504441,CHF,2019-04-12,
0df3d01c-f009-442f-ad34-971862a9c72f,BFLIUSIVXHF,USD,2021-07-22,
53f2fdef-4abe-4fe6-acac-6ca537b90545,CH3183231737404874510,CHF,2017-07-06,
299ad243-82ac-4980-a016-a73f264f09be,CH5535385736144462469,CHF,2017-01-18,
12a93586-04eb-42fe-b2fe-b6d0ccedff4b,CH6446826314147291457,CHF,2013-11-20,
8f0f5bb5-74b0-4df7-bb53-78bb4699ba4a,CH6371755398514630723,CHF,2015-02-21,
61fdd3ec-2fc5-466c-ab2d-e6949fda7be3,CH8060618750338345366,CHF,2012-10-23,
3afe32c8-5353-4297-905e-1c372d836f06,CH0662485716313115499,CHF,2022-09-06,
d615879b-2265-4f77-9a9d-21cac5e92e5c,CH5509271525309871213,CHF,2011-08-24,
61dd49c2-d14a-4fdb-9cc6-be3d8257f964,CH4569146093358243646,CHF,2019-11-02,
884b3273-50ac-49b7-8fa4-a179680c38c1,CH2529955564968538756,CHF,2012-09-14,
621e15ee-5977-42e4-a1dd-0c816d117129,CH1001240097749562713,CHF,2011-08-29,
d4a38f4e-7c05-4524-9879-f0a9a0520655,QUOVPASW,PAB,2017-07-10,
8d6ffa20-0950-4fea-bde4-0b1294ef2fe3,CH4192121669564763830,CHF,2010-05-19,
0eafa05a-2861-466a-b172-80372fb3843d,CH5657859080543564431,CHF,2015-08-20,
992abddb-04b2-4982-84a5-fe65215dbcfa,FR2305963941223107687523257,EUR,2019-10-27,
0ded942e-32d1-413e-b23f-d3e218ea1e7e,CH8932692980902748941,CHF,2021-07-27,
74f795f4-f587-4c73-b8f4-047cb584d8c6,CH6781635968254878757,CHF,2022-04-24,
d568bda3-1597-46e5-b6cd-782b60427c66,CH6803056653386565556,CHF,2013-05-29,
00c422e5-53e2-4632-af00-a5f8a1a217f0,CH4679035095529671910,CHF,2011-10-04,
6cc15dbc-dfc1-4240-bdc7-69164d92eb9e,DE64128755212761753119,EUR,2011-03-13,
17183790-db69-4d2a-ad61-8c911f684806,CH5510368636531946372,CHF,2013-11-24,
eccd6057-2173-4f7f-bb8a-6da66c8195ba,CH4043166296703501132,CHF,2013-02-10,
dcc2c98d-e938-4f60-8318-de85bf580a88,CH9471812452497490332,CHF,2020-03-10,
1773b159-a4ac-4de8-a289-25cf3b2e02ff,CH8310675100282411877,CHF,2019-01-03,
58a5b111-989c-40bc-988e-b29bf296901a,CH6267360990394115997,CHF,2010-02-27,
881b2d5f-2ef6-4626-b868-adcf1a5182db,CH4277899450901639059,CHF,2013-02-10,
16e018fe-01aa-4b58-80d9-faec02f976db,CH3135910224842420372,CHF,2011-12-01,
950cecfe-19a0-4351-8015-e05857635162,CH8750622828607112766,CHF,2013-02-19,
cf1630ca-0719-4637-a4b1-e2f1b518f26f,CH1628869857403342334,CHF,2016-09-21,
4589feba-a51b-4bcf-9854-bbd5f8df503f,JCXJPARB7H8,PAB,2013-01-13,
04baf329-e379-4873-b5e3-d493503b1fcc,CH6685345245867729824,CHF,2022-04-23,
81f32563-02ce-4f73-803b-6a32a7a02cb8,CH9073786684339821575,CHF,2010-04-18,
79a04648-b026-4cfa-9e21-7feb25871b42,CH0319996010060187569,CHF,2015-06-08,
26657075-b4ca-4ac5-a09f-9015913d5227,CH5757590543863090500,CHF,2021-08-18,
df5f269f-6e50-4cf1-8f62-0c1271e63a1e,CH8834291031860458066,CHF,2012-06-24,
a9f0bddc-8e0e-4771-8851-24ed1e0cfdd7,CH2863268020710424712,CHF,2015-06-16,
0ed20560-b43c-4881-a4b0-dca57e337995,CH8849377826625414170,CHF,2021-04-15,
33359105-7d23-4751-9f5d-c7bc4ad2c833,CH1082785670650242439,CHF,2021-07-16,
c04d81a4-e5e1-430b-88f7-9dc92600f60d,CH1264717740179981346,CHF,2015-11-18,
86ed5127-b328-4590-b43f-7ecead267535,FR0884787511388494748949236,EUR,2021-03-22,
3e24c30b-1cf5-4b7e-8d74-bc0f757a2be9,CH2691766415767500504,CHF,2012-03-16,
3511550a-ef30-41f3-ab59-f732c962e40c,CH2919067630369141757,CHF,2015-06-16,
e8c7d00f-47b9-4298-b49b-ed059976c214,CH7990897035480003785,CHF,2019-11-10,
68d48e37-c036-4287-8d1d-0ca5578e693e,CH0684692363929001171,CHF,2022-01-17,
c79af8bf-a0bc-4231-a9ac-92111bd0a752,CH7119028025225038884,CHF,2021-09-12,
b7a99755-57e7-4d6d-b138-2efa7427bba2,CH0491294853308518218,CHF,2020-12-24,
8bdb08d6-c6b1-4e3b-a8ab-b7c16d04a82e,CH2226383396492679811,CHF,2010-03-25,
67ce7e4f-5550-4e95-97c7-d819ae60ad6d,CH3505440758825940874,CHF,2021-12-07,
52a1337b-2c1f-4829-81ec-b761606e71e4,CH5137141660474120580,CHF,2019-02-03,
ba90f3f5-4236-4370-ab58-6fa8d81bff6b,CH3512799543602776278,CHF,2016-11-10,
04a1805e-191c-442d-bbc1-1d94d505867e,CH0382939267266024486,CHF,2016-09-22,
6c6ecd2a-49c6-42f6-ae8e-2c31fc6d2a39,CH9590386019208077287,CHF,2018-05-21,
bd56765a-c4bd-480d-93e2-796e3b6eaf2e,CH9528957664318903313,CHF,2020-07-19,
394cc477-aa66-47bc-a880-a53189fdd0d2,CH6992956544505222825,CHF,2011-01-23,
8fc22e77-c1c7-4335-951a-25e2ad469a2b,CH2573684248101200165,CHF,2015-06-27,
f72ce200-055f-4947-ab84-01d272a24484,CH5424417191555232329,CHF,2012-10-28,
238f5ea8-a8ec-4d1c-9757-c4fe700ef538,CH7466384735087536075,CHF,2014-03-21,
6f6aaadd-9ddd-4cac-82f9-683afe94e686,CH9046915131782686993,CHF,2011-03-26,
b40f2d32-7310-4e90-a751-dae42f8dd90f,CH6899331746362177633,CHF,2019-09-18,
44093abe-d145-42ca-bfa0-e1d88a96fe2d,CH8366961717887136487,CHF,2022-02-24,
7dd38aac-52f6-41fe-b451-d73495cf48fd,CH5250470964927546172,CHF,2013-01-01,
14860999-5444-4518-b6b1-36cefbd315b3,CH2405196744248507995,CHF,2012-05-09,
a93fa9be-114d-493e-aba5-888d4118e08d,CH6123300579388958273,CHF,2010-10-29,
45219d8e-bb31-4fc3-b377-f7c943c8ea8d,CH2051821681862588157,CHF,2015-07-13,
9fdfcc86-d036-40e6-8b29-91141b80644b,CH1690463624526315945,CHF,2012-05-30,
313bdca4-b4a3-4767-b133-b3f8a67b636f,CH9434436367877071777,CHF,2016-03-31,
a674ecec-4235-42e3-b691-da7d5a0915aa,CH5824844244075152031,CHF,2021-05-24,
732da084-d420-4e1d-8992-1ff72f130ee6,CH1440366873387489573,CHF,2010-08-18,
bdf464fa-fcd1-4dac-b71c-e17c45abe69b,DE69446271740175868847,EUR,2012-07-10,
5e1b458a-c1b3-40a9-87f8-9184c2bfbcb2,CH2947225264495806283,CHF,2015-01-07,
00743d78-3970-4da4-b6c1-8f1716624b16,CH1388894027894914061,CHF,2010-02-20,
26fcefae-6c17-42e6-a609-7128cad445be,CH5859408310840123458,CHF,2020-01-27,
6ddd6e64-fd7e-4c64-af85-b6be858235d2,CH5522802372041763687,CHF,2022-04-10,
70276a62-e32f-437c-bdc8-f53ca58a20be,CH2555048172208124218,CHF,2020-05-09,
a860774c-c389-4a87-b181-6eaf8cf2c642,CH8578124099727409800,CHF,2012-01-23,
9d214b37-a011-4548-b741-bc9b5d441afa,CH5444448715628500801,CHF,2014-01-18,
a94c4681-8ebe-4809-a35b-35850fb0cd8c,CH0646010717372165793,CHF,2015-09-20,
331b1668-9518-41da-b710-99064bf42d1c,CH1312530846074193066,CHF,2018-03-13,
0f962580-1950-4c0e-a937-63339076e53d,CH1234792915269983564,CHF,2020-05-23,
65fbd42d-a5fa-4a05-9417-0b43a3f24646,CH9202720107031447695,CHF,2019-02-23,
6899f6ee-6dc0-499d-b7b2-7c437ade5e46,CH6885887022797348701,CHF,2016-06-01,
c80dcd28-cd42-44b5-ba1e-4f08e16b79f0,CH3035600598184831947,CHF,2013-05-23,
9f9fdad1-2a0b-404b-9713-0cb156badcee,CH1645577728260049360,CHF,2022-05-18,
4df0d166-a6fc-44ac-a280-087926d3224a,CH7351560056516677502,CHF,2016-02-15,
f3f90c0d-0b0f-4ef1-b590-91bbc5ada079,CH5655677728385485142,CHF,2021-08-27,
8e6cb6eb-ab67-4e64-955d-b20cf0ea4266,CH3246982813618467562,CHF,2016-08-25,
76792c87-59d9-4030-af97-03d10e8b4653,CH1361677265329554892,CHF,2021-11-18,
887a594d-9b8f-41ab-9eec-0b925cb6e3db,CH4533758853408796830,CHF,2010-07-02,
0777cf1c-8514-4a20-b16f-b1edfc5b7979,CH7645518766439124451,CHF,2011-06-28,
01be5350-52df-4c32-80ed-8755bf222fd8,CH8015601239367464354,CHF,2017-09-27,
576f0833-90c1-49aa-986f-befa28985367,CH1974937642900165704,CHF,2010-04-03,
a9bc2dc1-750e-4c65-aad9-a9086f619bcb,CH2805428056860187165,CHF,2016-08-12,
5f06be89-3d21-4562-a6e3-8bea8214be87,FR3681993276313023091394301,EUR,2021-08-25,
e017b90e-d402-4c01-a5fb-ddc5af669385,CH1811432700896321438,CHF,2016-09-11,
3672f7f0-8722-4d37-96db-1c035932eac0,CH7336550763154388448,CHF,2022-05-31,
0a8e7379-62d0-46f8-8ae0-2ed5151db3c5,CH6165822521040430752,CHF,2022-01-19,
cef8023a-9a8c-4713-90f4-6c15399a18c9,CH5750688035672635636,CHF,2018-04-21,
7426264d-c0cf-460c-8faf-71ac35eae77c,CH0375317488147707999,CHF,2015-05-28,
b8ef61ab-7a31-4da9-a787-12f5a6c8da85,CH1306915631865664536,CHF,2019-01-03,
8da30368-6f2f-4095-ace9-52950705a59f,CH3040202830271859524,CHF,2016-07-04,
8c72eb7f-1cf8-40a5-91eb-7637536b769f,CH4530632032716224664,CHF,2022-02-25,
3ebf7fff-d220-4b0a-b950-947cc415a377,CH0406508328419271571,CHF,2018-11-09,
e441e63a-f885-41f0-84c9-98887bee8a11,CH7190251577296827966,CHF,2013-02-07,
5c7b52b9-9d7f-4d44-95b6-9cc0dc15e726,CH5475964607070486912,CHF,2019-12-18,
6067fb6c-9a20-4248-930d-5bd0381b336e,CH2596276068619804528,CHF,2016-07-25,
51753b30-7aae-4919-adeb-2f6428eb6a72,CH0913629270723464132,CHF,2017-08-05,
edc45190-acc9-4924-8eb1-b9935bf7ca21,CH4818977841415089581,CHF,2022-03-19,
b70a30ba-d82b-434d-bca5-bf27375b1a11,CH2647075366647984939,CHF,2015-04-05,
fa8d1319-0128-4f93-881d-66662c1e0091,CH9264630248376411434,CHF,2015-08-25,
903896b1-ba2d-4b53-9beb-75d5fa5ca7b5,CH9722330468174758239,CHF,2016-01-10,
5ec17334-1933-4fc6-b023-c1c8810f9bcf,CH2565203012235542873,CHF,2022-09-02,
345ea586-b654-46df-a0ed-95efcc1ae780,CH9323890080687915556,CHF,2018-04-03,
34059d97-27e2-4775-998a-c4c7ac7672dd,CH5110014001823377032,CHF,2019-07-04,
c4b65061-92f2-4f93-a9d2-142c52a7fd76,CH3772016685719907040,CHF,2011-04-14,
f1043bdb-cfdb-4cf6-9596-d8072e8e6561,CH8743637224556991724,CHF,2013-09-06,
e46c7cc3-ec07-4ef4-8f9b-7272ba3eca6a,DE07884172926411762482,EUR,2012-05-28,
f16ae12f-33fa-4469-ae6e-f2c7699100ae,CH2076105142305390708,CHF,2022-03-21,
078d258c-df83-45ed-ac37-f02af4c5e1af,CH4111766419443131430,CHF,2020-09-14,
f231a88e-5acb-4ec1-b34b-955b7e9009eb,CH1111770422722264688,CHF,2020-06-04,
ef7cb22f-5a79-485f-b74a-085fd6803bbd,CH8132118809219202289,CHF,2022-12-20,
7f28614b-1434-4c95-955a-c6122639cfb4,CH1861798689030369458,CHF,2018-01-20,
e7c8aca4-31cf-4e10-98cf-2a4999d10cbf,CH7926945711361756517,CHF,2019-02-28,
a7627e8e-20dc-4985-9438-3a52765e9f1e,CH6040469059225537179,CHF,2011-08-12,
21a77c21-8c22-4b59-a215-b4d243465c9e,CH3045405291284590965,CHF,2020-08-19,
02a6c0fe-4846-412d-84c7-3711c685a311,KAFCUSG4,USD,2013-08-22,
aad75b5c-d339-481b-9eaa-d6895664f522,DE70391360652211153596,EUR,2010-04-02,
2ad60b57-e527-4766-89e8-1737888730a6,CH7618614164229208405,CHF,2011-04-03,
60da4ae9-5a5c-453f-82f3-ad79207fecc9,CH3706293946432163267,CHF,2019-02-24,
e6897c64-f3c6-4865-85c4-21ffbc345c3a,CH8400058399951050792,CHF,2015-02-28,
5bcf2a41-720e-4a4d-b0c5-c9a89138f5e5,CH9268902366733988992,CHF,2018-07-19,
8dbf6b21-1a59-41c1-8cd4-62fd6eb9751f,CH8291389410863069045,CHF,2015-08-02,
06e51d77-71db-46cb-bb5c-16ed69bf33cc,CH2406595695274651924,CHF,2013-11-04,
ea15798d-2061-4c92-806d-e9d37a405218,CH3484406923250686761,CHF,2020-02-21,
21683ffe-3f4e-4244-ba6f-47f1ff402086,CH1789751898295466497,CHF,2022-04-10,
d639ff3e-fff9-42f3-9770-0dfc589c6996,CH1638171457151498553,CHF,2015-06-05,
12ecaa39-24b1-4064-93fa-37af91d261a4,CH7306893298962173709,CHF,2014-11-28,
b9038ea9-080c-42a9-aff6-0c788bdd9d4d,CH9705910798259772458,CHF,2022-03-25,
c9d31f34-add0-4cab-a003-d6a8769a3144,CH3105001114728774011,CHF,2016-02-10,
53fc73da-e67a-41cf-b259-0f58053ff0e8,CH1598922118809222385,CHF,2012-02-11,
58843ba8-a3d7-4bdc-955d-8af775f77bbb,DE92752181909614539409,EUR,2010-07-24,
11962d4d-9575-49ae-be92-a53fa761eeb0,CH1067645627740466523,CHF,2016-01-29,
79b9e7d9-2a01-42b6-95b4-b79460744b87,CH2666669358443496116,CHF,2010-08-10,
092b02ab-9dbc-4f80-b38b-2501c46d5dce,CH8501780233019318686,CHF,2013-04-06,
2819c9bb-b13e-49e8-a18f-2a4c092c028f,CH3408354637724741699,CHF,2019-01-29,
cd25ff33-8a7e-455d-8bd3-04551502ce74,CH2906537411940530784,CHF,2019-01-03,
de79406d-8b3d-43c1-a8de-3fc566145c9c,CH9593497693818873691,CHF,2014-05-18,
ae9a91d1-6393-4a5f-bd23-171cd7ccc772,CH8116429930713321036,CHF,2015-03-24,
14120210-3a8f-43a2-93cc-761be73a46bd,CH3460035700655649979,CHF,2021-09-02,
018f7ae3-5d11-43c0-aea9-0a7b55cf9b90,CH3244756284769769893,CHF,2014-03-23,
305b38e8-1bdd-40dd-8257-e6e6a019d3e0,CH5664695074868598180,CHF,2010-05-22,
c5274920-2a4d-4a36-9a7f-a164a5c3f38e,CH6148350189889620216,CHF,2010-03-31,
57cd41f9-034f-48a6-b229-19354911a69a,FR7320909592869702005119696,EUR,2020-11-29,
7cfdf7b3-f11a-42c7-8074-452828f8ec40,CH3567833099110695917,CHF,2022-01-24,
adf6a7e3-0039-4a32-a398-552204bfe309,CH0499449482092236293,CHF,2016-03-13,
86285779-f6d4-4712-bf7f-5885757830cb,CH2962237359809892822,CHF,2019-08-14,
fd433d43-1307-41dc-b767-51f01391f53d,CH4454135539762497498,CHF,2020-02-24,
be930f05-a2c8-42cc-914c-5387d2575f72,CH3507222763110049028,CHF,2013-04-24,
d4e451c6-172c-43b2-bf56-79a2ec8177cb,CH2046032604146250724,CHF,2018-10-30,
8f86f1f4-58d0-41dc-8925-00d988bb3ce9,FR0812027492488982088888912,EUR,2013-09-21,
49ae0741-e7a1-4077-8f95-6435076306e9,CH5898925878662274183,CHF,2014-03-19,
3c1e1117-4731-4982-ab5c-04ea3f111f9f,CH6418889146186708416,CHF,2010-05-29,
7cd92576-cb5e-40f5-bf7c-c043268ad312,ARTOPADU4O8,PAB,2013-11-26,
7c756a17-91d0-4f58-97d1-7e74785aaf12,CH1251708186080475240,CHF,2014-09-14,
78a1a2e8-1dd5-4de9-a865-518d2b108b40,CH3108894230850870398,CHF,2013-09-16,
98e8129b-b467-4331-87db-7f0c29457250,CH1626277241523795285,CHF,2016-08-02,
ed8a1258-bec5-4516-a14c-7162f10874b2,CH1950895842176757521,CHF,2017-03-20,
7166740f-dcac-4b4f-a70b-b78daf9416a9,CH2659563791069029858,CHF,2016-06-21,
15a1fd1a-dec6-43ab-9134-3d7999817992,CH2818649753276009199,CHF,2018-01-11,
ca01211e-cd8d-4960-9ee6-866347e5012f,CH7907326668297519621,CHF,2018-07-05,
6ca08632-6525-4503-8191-dc7b02686062,CH6343904344626706086,CHF,2014-02-10,
086e0c12-d15a-4290-9722-e23cb88b5ed4,CH4196949261781938522,CHF,2013-12-22,
0bbc9ac4-a7fe-4eee-9fb4-7bce7ebb6e85,CH7245371824174535532,CHF,2011-03-26,
09c3241c-84ca-4c93-b28a-dbdbfa1b0e81,CH3601290448117578649,CHF,2015-01-10,
c55b31aa-646c-4fdf-836d-c1ffa2512840,FJZZPAVR,PAB,2021-06-17,
8eb1b6df-7e25-4448-afb1-bc668830dc3d,CH4284426554066290784,CHF,2017-02-01,
aebf4d15-172f-4350-b52c-46ec1a894132,CH9804509175466097215,CHF,2021-09-11,
726f5c82-dee8-4dc4-b678-29c1a76a90f1,CH3444298871535789108,CHF,2013-12-14,
4808fa18-2c1f-4b3f-9710-20b423657832,CH4643669194576573563,CHF,2018-01-27,
ff7ad64a-e90c-4bdd-a769-3008c0018866,CH8791878195587933237,CHF,2020-10-10,
0968ac49-d192-4fcb-9d03-52c83d25f1ff,VZTHPAXUKS7,PAB,2020-02-27,
e590b188-5250-4a39-b40c-fc98d3fc25cd,CH5250832668971850840,CHF,2018-11-17,
c4a48181-151d-46ea-bf46-2a05256daffc,CH4894549676407515937,CHF,2013-07-13,
9a7bd3cf-8c58-419e-99b6-0e0dbb6d92bf,CH4962629163600161258,CHF,2011-05-19,
7fe9e22d-8c98-41ef-9840-8497eff58694,CH3606658738633128638,CHF,2018-06-25,
745240b7-64ec-4da6-aaa6-b75a2282d2f7,CH1764831616362505836,CHF,2015-11-18,
930f3eb1-a388-4657-9d22-f49014939afe,CH1323684281398283991,CHF,2014-01-05,
9b981d4f-cbf5-4805-a841-0d34a66582bd,CH5356667054882362161,CHF,2022-05-18,
e0ffc44a-98bc-40eb-9e8d-960344b296b0,CH2496330654921861068,CHF,2015-03-13,
ba2a2cf5-756b-423a-93ef-9dacbeea4a8f,CH8946323427085927805,CHF,2020-03-05,
b29ea8cd-1480-48f2-96ea-e1b00f799e28,CH4321910065916659128,CHF,2011-10-13,
095874fe-2bde-4ae1-903d-2ed38e12c9f2,CH6132787575462525420,CHF,2018-12-07,
cd5b3d1f-f69b-4508-87b1-60bdd1c26621,CH2567891510776364227,CHF,2013-04-25,
c315fac9-2a87-468d-8f2d-ea35d833bc22,CH8743245324731203046,CHF,2015-12-28,
f502042f-44e7-46c9-b478-7b5a3c9b777e,CH6042591294637169174,CHF,2020-06-17,
89d06b9e-63d0-4b83-b4c3-c02c81591c3f,CH3577961941326407839,CHF,2011-01-04,
5cb270b0-6f63-42e9-99d3-680411c41f05,CH0872320418269477575,CHF,2016-06-02,
cb6f09a3-00a6-4ce7-94fa-b1ca16deef22,CH1038548629201962269,CHF,2018-12-16,
6a10c827-aec7-4fdb-8c10-e76f6ba39d17,CH5557646864751618002,CHF,2017-10-14,
6d089d88-0b1c-427b-8ff0-68949398c367,CH6964017036976922095,CHF,2019-06-13,
7da45c0e-cd8e-4d80-8b65-c82318497a5b,CH5834761574809712707,CHF,2018-08-18,
6e5ed351-91cc-449c-94c1-2cb53b5923c2,CH2501968835519265534,CHF,2019-08-20,
8c8a191c-dba0-4136-a3df-7564367389b9,CH8495642191459899227,CHF,2021-12-03,
a8fb2ca0-276c-4012-8386-02056aff8440,CH2278572398208910943,CHF,2014-06-25,
acb576d7-7f04-4d24-a78c-80ebc92a8a85,CH8080022610515047357,CHF,2020-07-27,
d26efc96-8b0c-4d28-a62a-35ab9a6f64c1,CH7403863690227211137,CHF,2013-02-18,
2bf9ce0c-59e4-4e59-a006-41f145c5952b,CH3024083422150511823,CHF,2018-07-24,
d2008805-dbec-4482-9350-43fb305b2137,FR6574101216943722943460616,EUR,2010-01-18,
5267539d-c775-47dc-a49a-90a0a6ce0d41,CH3490617237992978670,CHF,2014-07-15,
6f63a2a8-8f3a-40d4-90ad-ee3676125e02,CH7632473777405774820,CHF,2021-07-07,
8ef5dcc0-a97d-415c-8719-6df7b3f7321c,CH9731908032219678135,CHF,2022-02-13,
04194c18-b9d0-4bec-9361-bd7e9a1c7140,FR7453028436758491192515097,EUR,2014-05-16,
8e51224a-d167-482f-ac6f-56ff6b218d1d,CH6776630528114270867,CHF,2012-08-03,
951da6ec-bc96-4c14-91fc-37c4bc50d8f5,CH7960596364324089938,CHF,2013-07-11,
609edd93-04ba-4fd3-b9e0-ddb628d69409,CH0608655923688357852,CHF,2010-09-25,
785443b8-a93d-4c4d-8dfa-9112dade1795,CH5814758310876262696,CHF,2011-03-11,
4f5fe672-bfc8-45c9-951e-60412e31c762,DE17137373296521363161,EUR,2015-07-29,
6924084b-a76e-4463-8394-0e9ca211dfd8,USKUPA6Y,PAB,2016-11-02,
df6a5444-1d9e-43c5-94ea-911ba4cee7dd,CH5495051119974387852,CHF,2018-10-14,
7ceb3742-8195-47d1-aa6f-2eeead093005,RXZUPA5D5J2,PAB,2014-06-02,
d28c9e93-a7b7-4dc3-a41f-5f9f6b2afbbe,CH5337570947952288084,CHF,2011-12-20,
a8788373-a9b8-4e42-882e-33e5370f50ca,CH9501211531187308911,CHF,2020-11-22,
2d7411e1-9222-4ee9-8e2e-daae3dd8c26d,CH9257343456903045122,CHF,2016-02-10,
91fad7ec-8bfa-4b80-8b4e-a57b0b77d038,CH4805334530779161086,CHF,2020-01-21,
c8433fa6-63a9-4be7-b9a3-9702e467be92,CH6561453383538038588,CHF,2012-01-11,
e214aade-5106-4c8a-9d9a-7f4d7d92c2e9,CH9326432717737356690,CHF,2012-03-15,
ef512aee-29d7-4da4-b143-cb3527181892,CH9348873528653600364,CHF,2022-05-10,
4f551811-9cf8-4b6e-9304-6876b50daead,CH9042329173047072089,CHF,2020-04-29,
0823fa18-f886-4664-9204-e6aee8d83762,CH2007841410496797771,CHF,2014-09-23,
8d4f07b3-8488-4e40-a085-473994abbb0b,CH2767795859596817497,CHF,2019-08-14,
37c3b0c6-e414-4c6b-a0a5-9f4f1edde076,CH8948105933340900364,CHF,2013-01-03,
f5b3399a-b104-489a-9bc8-599eb2eeab90,CH8447603348997622155,CHF,2017-03-06,
e948e1f6-694c-4e96-84dc-1d837e805c09,AAZMPAAHKCD,PAB,2020-06-02,
c6e227b3-37f3-4cd5-8d9a-7704c4d8cbcd,CH7658117848656370688,CHF,2018-03-30,
c270c95e-bcaf-44f9-8806-c12a8ecd3507,CH8815165120941250973,CHF,2018-03-03,
44448399-a5ed-4e1c-b2ac-14e6b151b000,CH5166534404509144535,CHF,2020-02-22,
06179260-c110-4f4e-94ba-086b3b85f744,CH3228197322188946915,CHF,2019-04-07,
52903755-5d99-4d1c-bfd2-631a658c359e,CH4622441898201704890,CHF,2015-01-19,
2d3f7736-d2fb-405c-bfce-cccb24a90627,CH4951213245774480908,CHF,2020-09-29,
4b91cd25-4ffc-41ba-8868-d4c873daf20e,CH5663497951207647467,CHF,2018-06-27,
c960f87c-cd50-4a50-801b-174831b1832a,FR1854204385404195962000506,EUR,2022-05-19,
edb9e6b8-1623-4576-a3fa-3239acc9d5d7,CH2578843027858063926,CHF,2011-06-19,
f2cd03f7-8480-4cdf-9015-8d51c8ab2201,CH4747311949623328907,CHF,2010-10-12,
bc5b5f20-edf6-4455-bd42-047024d63bea,CH3853174867555975720,CHF,2017-04-23,
a37a806f-f60f-4bef-9246-c964b2bdf8bb,CH9486495719803653261,CHF,2020-05-14,
4e27107b-0479-4f45-a5ed-6e877b45a37d,CH8233858739330405363,CHF,2013-02-03,
b1ce3eca-0e93-4c42-b4c6-b6f4aeabe827,CH3603839926522608797,CHF,2011-05-19,
92730dbf-e37e-4913-8553-28e3daa3eb27,FR5818405558809896112145419,EUR,2021-05-04,
64e1e40d-a095-4120-9cff-1bdb788d876d,CH9499042824211930046,CHF,2011-06-21,
2597264e-8e71-4566-b4c6-165bb485576d,CH4381981267981794023,CHF,2010-03-03,
d89ddeb9-0ee8-4eac-a17b-0ba3eb509392,CH8273591601525156186,CHF,2016-07-11,
ec83eb86-4107-4067-8862-19e47adc49fe,CH6449045498590240569,CHF,2010-07-30,
cd488085-d512-4930-8816-14635e2141d4,CH5962338737703386519,CHF,2016-09-13,
699446ed-1aee-4caa-9ce0-5dd3430e7cb0,CH5935017013325741925,CHF,2016-07-22,
a28ffd98-3880-429a-a8fb-6b0829dc38a1,CH4293211265652257109,CHF,2018-12-14,
485dfcc6-bfaa-4643-b887-27c619d85a35,CH3613601617612133914,CHF,2011-01-12,
8a2616a4-e2e5-4a45-ac1c-e6d7b079d024,LLUPIEG3ZD7,EUR,2013-03-31,
c2b1d785-b441-4fb1-8964-d1e269a854c1,CH2093324705366837675,CHF,2018-12-24,
b2d2a905-d110-4d82-9910-5fdd75422959,DE35036796473128183500,EUR,2019-07-31,
ec82fef0-26fe-4f5c-b298-43e0fa6f0bed,CH9833437098030920649,CHF,2017-10-18,
75781b3c-4e4e-437a-a7b8-ef3c3e17cd3c,CH9133226384562833905,CHF,2012-02-26,
0297d40b-370e-42e2-8578-312bec696cbe,CH4118626920292949561,CHF,2012-01-03,
807cbef6-87e4-492d-b17f-a8ac99c4f90c,CH1867088110572844397,CHF,2020-08-04,
c04409ab-cee6-4427-9330-fa4bdd95d61e,CH0472664002139004935,CHF,2017-05-23,
06b64e83-ca83-4112-99da-2f444cd0f21b,CH9027243305829846377,CHF,2022-08-23,
d6dc5caa-f0a7-402b-a2cb-8d4ed9f83b61,CH6838401698193502106,CHF,2015-11-29,
f48e8514-9f7d-4bf9-aca7-5614a4677bf2,CH2639063481303419171,CHF,2019-11-30,
db9929c6-70d6-4a8f-b03e-19aefa49e48c,CH9053038358357736904,CHF,2020-01-13,
29efe2cc-5bb2-4ee1-872c-1480105c3b95,CH7495051333133809159,CHF,2017-04-09,
188b6086-e2d1-46ef-a343-96d0c2e3f910,CH6006466343923872652,CHF,2012-12-14,
2771712f-649d-48c5-9707-9e73b4add6e4,CH7671740837055595047,CHF,2019-01-08,
65a2ba62-c6e3-488f-b9d3-4eeaec0bec55,CH7057253158261739800,CHF,2019-12-26,
a74a06c8-bb33-4b96-9136-2cb1fd0cfc1a,CH9863984493301948802,CHF,2022-08-25,
ad4d1b86-9238-473c-9228-552b036611ac,CH4628678618595494645,CHF,2016-01-03,
8e3b0157-39ab-4755-8686-1f3273d46bf1,CH3560655541558410191,CHF,2016-04-30,
764e42c4-7dd5-4034-a71b-221d35504cac,CH2697061332510690551,CHF,2022-06-30,
82631039-981e-4751-ae11-2f073ed39fcd,CH1529558162991576392,CHF,2014-05-04,
a98ae1cc-dfec-4a50-b103-ccc8af088f52,CH7735449091955121346,CHF,2018-03-26,
88426896-baea-402c-89dd-61ae5a3eac33,CH9641865259701128046,CHF,2021-01-27,
b41bd0a1-255c-4d29-84f1-c552c23992b9,CH5304043562997399186,CHF,2013-04-25,
1a6c5819-6f51-43b0-b13e-94aec5dcad47,CH6187679028648511075,CHF,2019-05-08,
003f4cf2-1cc6-4794-8c8b-e53c877c3723,CH4099756546614029813,CHF,2015-06-10,
