partner_id,industry_gic2_code,partner_class_code,partner_gender,partner_name,partner_phone_number,partner_birth_year,partner_address,partner_open_date,partner_close_date
a4f73c9c-4f49-4a42-ac6f-e478c91678b5,Individual,S,,,,,,2018-01-09,
d6072720-aa9b-4d39-ab98-e87a6cfbbabb,Individual,I,M,Marc Lanz,+41 34 830 24 13,1958-11-10,"Sidlerstrasse 654
5551 Vevey",2014-11-10,
f6c2a13d-047b-4596-985b-fef4e8f7bed0,Individual,I,F,Rahel Rey,081 106 05 23,2001-12-17,"Kuhnstrasse 186
8148 Vernier",2018-06-18,
2d8ddc49-1700-4751-a35e-490f3f49c464,Individual,I,F,Nadège Siegrist,031 588 70 74,1952-09-10,"Islerstrasse 12
3737 Montreux",2021-07-28,
9832b216-fd43-4a88-bfed-3a7b6191450f,Individual,I,F,Emine Bieri,+41 55 637 50 08,1989-04-12,"Wagnerstrasse 35
3094 Ittigen",2011-01-19,
dacea214-0ee2-4b71-af30-174a7500736a,Individual,I,F,Ingeborg Steiner,043 492 66 63,2000-09-01,"Sidlerstrasse 31
5950 Chur",2018-08-30,
47a76fcc-4181-4d73-b833-218d44477213,Individual,I,F,Luigia Martin,+41 24 196 11 33,1970-09-01,"Wirzstrasse 11
3239 Regensdorf",2016-08-06,
cd9a52db-1143-44fe-89cf-720dd247dc69,Individual,I,F,Lorena Frei,+41 61 289 50 18,1968-10-06,"Gfellerstrasse 400
7384 Mendrisio",2012-01-31,
0cb944f8-30d1-4be8-8549-4f9fce09bc7f,Individual,I,M,Victor Le Gall,+33 (0)3 68 42 41 43,2002-10-19,"62, boulevard Lesage
61654 Saint Anne-la-Forêt",2020-10-27,
54c4bdf7-82e3-4be3-ab1c-23637a7d737d,Individual,I,F,Maryline Kägi,061 314 31 08,1952-02-15,"Imhofstrasse 6
2378 Zollikon",2012-07-31,
6cc6e513-d57e-40b8-aba3-890539bb364a,Individual,I,F,Lydia Wright,202-435-2236x347,1996-11-14,"2832 Frazier Union Suite 148
Davidview, WI 01948",2017-05-19,
439ee533-23f9-46c2-9092-9e7b3f4cf0f0,Individual,I,F,Alexa Meier,021 834 52 47,1998-12-05,"Schaubstrasse 31
3998 Emmen",2013-07-20,
66263b16-d1b7-4014-9e10-993da5ce84e8,Individual,I,F,Cécile Joseph,+33 (0)3 55 44 44 81,1985-07-06,"avenue de Colin
22177 Saint StéphaneBourg",2015-11-18,
d7f737ba-4980-42e1-80c3-4cc24fbeb4e7,Individual,I,F,Carmela Favre,034 093 22 50,1955-06-25,"Forsterstrasse 52
1065 Zug",2014-06-28,
1e77c494-5ffb-479c-b999-239eaaa9f22e,Individual,I,F,Séverine Zbinden,043 446 68 52,1981-11-13,"Peterstrasse 3
8913 Cham",2022-01-14,
08bff1ec-225b-496d-a4ba-28f636c6896a,Individual,I,F,Marinette Baur,+41 56 500 16 99,1990-05-27,"Eglistrasse 799
7054 Schlieren",2011-09-01,
c2847273-50d3-42fd-96f6-1054f10461ef,Individual,I,F,Ann Hofstetter,+41 62 395 07 64,1972-01-28,"Winklerstrasse 17
6164 Vevey",2012-05-31,
1cdf099e-edcb-4f09-b338-b113082141bd,Individual,I,M,Gregory Egli,+41 41 272 26 34,1961-06-20,"Vogtstrasse 71
2692 Pfäffikon",2018-06-20,
26defc4b-8b3d-4e3c-bbbc-2877e58a2adc,Individual,I,M,Joaquim Giger,031 206 49 90,1967-05-21,"Haslerstrasse 7
8224 Vevey",2016-08-25,
644e5909-21be-4573-b1cc-54691325e511,Individual,I,F,Azra Roth,+41 44 491 69 40,1966-12-03,"Itenstrasse 369
6301 Lyss",2018-03-21,
dc7fa52d-c481-4026-be1c-10f014d37f88,Individual,I,F,Simona Weber,+41 81 083 27 19,1986-06-23,"Kellerstrasse 1
4127 Martigny",2015-06-18,
5d2e51a3-be4e-4b13-baf6-f446ed1fc6d7,Individual,I,F,Merita Bosshard,031 579 69 89,1993-08-06,"Blaserstrasse 13
2202 Freienbach",2011-11-20,
f5670225-99b6-4b17-a96c-05449a4b06d3,Individual,I,,Marjorie Bianchi,052 522 66 76,1995-11-18,"Wirzstrasse 50
2013 Lenzburg",2021-02-20,
19bfc1a2-33f7-44b5-b164-699c86e5911b,Individual,I,M,Harun Zimmermann,041 355 03 10,1966-03-03,"Baderstrasse 625
1837 Kriens",2021-07-15,
8918cbe1-1ccb-4f01-a4ab-0265cd6d3c28,Individual,I,,Khadija Jost,044 503 97 77,1965-07-30,"Knechtstrasse 5
4693 Morges",2013-05-27,
760ad274-c0f5-4aa0-96f6-b00ec3dbc99d,Individual,I,F,Andrea Rüegg,+41 31 869 04 89,1992-02-10,"Lüscherstrasse 148
7956 Wallisellen",2019-06-10,
c16baab7-0d91-46ce-a75a-e92564253882,Individual,I,F,Myrta Zimmermann,+41 62 451 39 81,1968-11-19,"Schmidtstrasse 95
8292 Horgen",2011-03-17,
85d91ee4-fd1a-4fd3-9593-7ae0d4625e4e,Individual,I,F,Elke Ammann,061 948 75 27,1987-12-23,"Haslerstrasse 6
3771 Genf",2021-06-10,
39b6ae7e-1579-476f-b315-f463a63c41e3,Individual,I,M,Hakan Gross,+41 43 936 37 05,1988-12-06,"Kesslerstrasse 47
6409 Altstätten",2017-07-15,
b83502d6-3b27-4f4c-9407-486f548cddd0,Individual,S,,,,,,2023-08-29,
fd5f6c04-d80b-4c86-9bf6-e00fd0eaf13c,Individual,I,F,Margaret Joubert,+33 5 49 35 63 63,1978-06-02,"22, rue Alex Bonnet
97621 Thibault-la-Forêt",2022-03-01,
720375ac-a3f0-4916-b3f8-200f9b83bdcb,Individual,I,F,Marcela Zürcher,041 081 19 46,1958-01-27,"Staufferstrasse 86
4878 Sitten",2022-09-04,
ba355058-a51d-4d12-a977-9b1cb451f916,Individual,I,M,Abraham Jäggi,091 786 99 07,1958-08-01,"Meisterstrasse 577
2327 Luzern",2018-03-22,
b965ab9f-6fad-49d7-a858-6d3516dcf19d,Individual,I,M,Joseph Collet,+33 (0)2 23 15 64 65,1999-03-16,"avenue Alves
80661 Leroy-sur-Martel",2022-06-13,
ab9790ea-47c1-48a7-bbc5-de67108b91dd,Individual,I,M,Christian Küng,024 451 74 34,1974-07-23,"Kägistrasse 33
5490 Mendrisio",2018-10-22,
c96bc909-cb6b-4ee8-b6e5-013885a6f64c,Individual,S,,,,,,2020-10-30,
347e624f-39fb-4d16-9a72-e3d3d572bdd6,Individual,I,F,Angélique Seiler,043 211 21 91,1959-02-26,"Hermannstrasse 7
1658 Wettingen",2021-10-19,
f97045f9-2f39-4093-ac32-7b012a2dfede,Other interest groups,B,M,Furrer Steinmann GmbH,+41 56 555 94 52,1963-12-26,"Furrerstrasse 43
7470 Chur",2012-06-18,
17e57d68-4b83-4572-b2be-9ae35d86d052,Individual,I,F,Yasmine Wegmann,026 890 61 55,1961-11-07,"Sutterstrasse 6
3620 Ebikon",2011-10-15,
885b24c7-d453-4a2b-85ae-7cc8083cc5ff,Individual,I,M,Dalibor Blaser,022 198 97 81,1966-01-15,"Wüthrichstrasse 47
9549 Luzern",2011-07-30,
24718971-9dd3-44b4-83c1-0da933acf779,Individual,I,F,Dominique Sutter,+41 52 495 91 00,1965-05-22,"Schumacherstrasse 583
1544 Olten",2010-11-29,
4a03015a-f9f9-4370-932f-f10cdf28db59,Individual,I,F,Ariane Beck,+41 27 480 49 68,1969-03-06,"Baurstrasse 201
7556 Hinwil",2010-10-16,
fe6bc018-808c-4ff0-a43e-5e0742840c65,Individual,I,F,Lucie Sutter,+41 22 126 38 82,1953-05-27,"Ernststrasse 57
5794 Payerne",2016-01-23,
e682bb88-1244-41d7-914c-be38f5edd1ab,Individual,I,,Lola Kunz,061 811 70 28,1963-02-20,"Hoffmannstrasse 32
8456 Stäfa",2012-11-21,
a9e6e496-fb99-4fa8-991a-a6b00ce6b51f,Individual,I,F,Desirée Rüegg,021 400 51 20,1951-06-25,"Tannerstrasse 23
4796 Siders",2021-12-18,
55c7bd61-7660-4858-adf0-b3f97a9a3f32,Individual,I,F,Anaïs Ackermann,+41 61 866 72 73,2002-06-26,"Islerstrasse 90
2314 Wädenswil",2013-08-17,
0fa63212-db93-4bc0-a8ec-9102e087b175,Individual,I,M,Nevin Mettler,+41 33 659 30 76,1962-12-01,"Probststrasse 91
2323 Uzwil",2020-06-24,
b4448c1b-a0e5-4ebe-9100-7a7f10d87bd9,Individual,I,F,Marilena Bachmann,034 933 71 14,1969-08-14,"Flückigerstrasse 5
2031 Sarnen",2016-05-12,
890475ce-ad40-4a98-bf33-4abbee39f7ad,Individual,I,F,Ilse Studer,044 150 04 62,2000-12-31,"Hunzikerstrasse 89
5279 Romanshorn",2015-02-26,
05a8204a-6151-4061-93ff-b3a918f11e52,Individual,I,M,Ian Zehnder,+41 31 534 23 92,1976-01-17,"Zieglerstrasse 53
8140 Wädenswil",2018-05-22,
cb9ab2ca-de04-46ce-8b2c-a271dd54ec2e,Individual,I,F,Monique Forster,062 837 44 18,2000-08-01,"Joststrasse 25
3833 Birsfelden",2013-02-27,
ad89da24-0f44-43f3-8077-729807935bb5,Individual,I,F,Ilona Peter,+41 34 507 80 83,1990-04-29,"Langstrasse 76
2064 Baar",2019-03-25,
2c4fcaa0-07ab-4f2b-96dc-9f36e802e32c,Individual,I,F,Jaqueline Bühlmann,091 903 23 05,1987-08-29,"Islerstrasse 64
3793 Rheinfelden",2010-04-07,
ada52834-dea2-46b9-8ec1-d2e985fdc676,Individual,I,M,Nando Mäder,061 884 69 70,1964-04-06,"Kunzstrasse 30
5143 Aigle",2010-10-04,
71f4fbad-7828-4360-adbe-45d998d0eb00,Individual,I,F,Anja Ernst,052 180 18 77,1989-09-03,"Kochstrasse 27
2557 Steffisburg",2017-10-18,
46109fe5-d7ca-489d-aef2-8c0e6dbb06ab,Individual,I,F,Laura Stalder,+41 71 802 12 65,1970-12-07,"Meilistrasse 15
6971 Liestal",2010-11-28,
4f0a1dda-283a-4035-b517-23a4ade2883f,Individual,I,F,Margot Lutz,071 437 86 04,1965-09-19,"Fehrstrasse 84
6382 Gossau",2016-03-02,
bbd02840-22a3-4bf0-ab50-1af0dbf03dea,Individual,I,F,Danielle Ledoux,03 88 77 90 27,1961-05-17,"48, rue Bourdon
67426 Joly",2021-06-30,
b0755480-2d7a-4f81-ac25-c172ce677ad8,Individual,I,F,Carina Winkler,044 109 36 30,1957-04-19,"Scherrerstrasse 38
4555 Spreitenbach",2018-05-10,
5d238d06-3a68-4561-ba76-ae7fee331d7a,Individual,I,M,Alex Maier,+41 32 100 60 10,1966-06-24,"Staufferstrasse 234
1294 Kriens",2020-02-14,
e60f014a-529b-477a-8c7a-5c41e1019fb7,Individual,I,F,Käthe Winkler,031 543 20 92,1999-09-01,"Hoferstrasse 37
1681 Pully",2016-08-04,
96c0980a-4bdb-4f2d-9cde-9d45d4830f32,Individual,I,F,Nathalie Chevallier,0373649685,1965-08-23,"53, boulevard Pierre Barbier
48437 Jourdan",2018-10-08,
7813906a-f57b-4a8d-a2a7-3f392d3e7cbf,Individual,I,F,Mélissa Roos,044 948 62 59,1985-10-15,"Benzstrasse 14
9294 Luzern",2015-09-18,
0aba39e4-e790-46ab-ba48-b263c50b5152,Individual,I,M,Mohammed Burri,055 742 89 05,1991-12-19,"Baumannstrasse 671
3145 Bellinzona",2010-11-03,
80845bb6-2594-4d29-b205-19d2ab1eb3fc,Individual,I,F,Josefina Schmidt,+41 44 694 16 50,2001-12-01,"Leunbergerstrasse 53
9160 Thun",2012-06-02,
e4026640-fdae-417a-90d9-28c1d2b6f982,Individual,I,,Claude Graf,+41 71 848 55 17,1952-10-23,"Eugsterstrasse 41
6414 Illnau-Effretikon",2021-09-29,
f454a1f9-ddd9-4fe4-9e1c-7e645e2afb59,Individual,S,,,,,,2014-06-19,
9c3fd2c6-dab1-4f5c-a357-37cacf740d9e,Individual,I,F,Liridona Siegrist,+41 71 102 85 64,1962-10-12,"Roosstrasse 22
1786 Sursee",2019-12-21,
424ae901-3f92-46ca-a203-b2bb887f4e5f,Individual,I,F,Maryse Moulin,+33 (0)2 45 76 22 97,2000-03-17,"8, rue Petit
58600 Sainte Hugues",2021-11-23,
f83a8002-07cd-4989-96f5-ba2c0a23982e,Individual,I,M,Klaus Bianchi,+41 62 793 01 48,1996-06-18,"Schaubstrasse 9
5407 Spreitenbach",2015-12-03,
d25eede4-8255-4809-9436-410ecf62b9b5,Individual,I,M,Enrique Hotz,+41 44 401 39 05,1993-08-24,"Vogelstrasse 80
8613 Spiez",2018-08-14,
9618c3a6-da58-4fd8-8053-a9547871b7dd,Individual,S,,,,,,2016-02-25,
5f377776-5ace-43c0-ad6f-559d4535a5bc,Individual,I,F,Magda Arnold,+41 43 155 02 43,1953-07-20,"Felberstrasse 120
7734 Ebikon",2019-12-10,
1b587a50-a0ea-47f0-bcd7-20b565766e2c,Individual,I,M,Jérôme Ritter,061 363 36 19,1978-02-17,"Favrestrasse 99
2174 Urdorf",2013-10-28,
88c23825-c4e5-4384-be03-550117467f8a,Individual,I,F,Margaret Diaz,+33 (0)5 45 55 81 54,1969-07-30,"58, avenue Lucas Rey
14626 Gaudin",2012-03-01,
c958d285-8604-470c-a975-bab462974e98,Individual,I,F,Lucie Fontaine,+33 3 39 10 53 13,1971-05-03,"avenue de Bourgeois
69950 Marchanddan",2020-02-27,
0e5c827f-1cd1-449c-8370-f39ff9483f7e,Install. heating & ventila. systems,S,,,,,,2022-11-07,
003054ce-68b4-414b-bed3-84931d0cfcce,Individual,I,F,Muriel Scherrer,+41 31 178 77 08,1991-03-20,"Scheideggerstrasse 365
4418 Meyrin",2014-08-16,
0affa8f8-638f-4867-8c31-87468782f3b9,Individual,S,,,,,,2019-10-03,
1a58e77e-0c5e-4b43-aa36-734024715dfa,Individual,I,M,Sébastien Guilbert,02 69 92 70 35,1992-07-23,"25, avenue Perrier
14442 Maillet",2010-12-28,
279218e8-642b-4f8c-9d13-0d1c005e6b7a,Individual,S,,,,,,2021-02-04,
8460c4aa-9ac0-4e43-ae6b-9cbc610717ca,Individual,I,F,Danica Baur,+41 21 869 06 76,1996-07-25,"Bucherstrasse 11
5560 Lausanne",2019-10-02,
657aef51-1660-4e0b-b667-d45cc5328998,Investment intermediation,S,,,,,,2018-11-11,
ec1d42b1-611c-4d43-9113-d8a355f288b8,Individual,I,F,Caroline Hofstetter,041 466 43 90,1964-05-28,"Kaiserstrasse 4
2195 Kreuzlingen",2019-08-31,
84c0f397-7441-4da3-8dde-00f28cdbf5dc,Individual,I,M,Jeton Siegrist,+41 24 349 23 99,1950-01-11,"Kunzstrasse 71
6053 Crans-Montana",2022-06-14,
1ce36a05-7b89-43fe-89f3-bdaccc68bcd6,Individual,I,F,Catarina Brun,+41 31 672 01 75,1953-03-23,"Gutstrasse 35
8857 Mendrisio",2010-04-19,
272561d4-d948-4d7b-bd5a-aa9821af7613,Individual,I,F,Yasmina Stadelmann,+41 22 028 15 34,2001-09-06,"Wirthstrasse 1
1640 Sitten",2011-07-31,
52986f10-1a85-4b9b-a343-9df1fc210b8e,Individual,I,F,Lilly Scheidegger,+41 21 356 64 38,1993-03-13,"Reystrasse 89
4340 Basel",2015-08-04,
6757312a-be87-4f3b-8ba9-d450b2d4a653,Individual,I,M,Enzo Hafner,091 741 84 63,1982-06-27,"Wüthrichstrasse 54
4728 Monthey",2011-01-06,
9b3aae58-ad7e-4f3d-b942-c85d85f04ede,Individual,I,F,Raquel Schlatter,044 403 58 65,1956-04-29,"Müllerstrasse 17
8032 Einsiedeln",2015-05-03,
4256881c-1f6a-4d47-93a3-2c102490797c,Individual,I,F,Martine Meier,055 461 28 21,1960-03-30,"Probststrasse 27
1897 Kriens",2014-02-04,
bd42f9d2-d545-4b12-86be-98b0e83e4720,Individual,I,M,Henri Wenger,+41 43 241 78 44,1960-07-06,"Schulerstrasse 9
7246 Baden",2018-01-16,
a630c0f5-fd51-4019-a0ff-6c0893442f8e,Individual,I,M,Agron Maier,022 165 74 89,1970-10-04,"Weberstrasse 112
8840 Brig-Glis",2015-09-10,
646c5492-d372-44e2-81f8-d0b122303e78,Individual,I,M,Mark Siegrist,+41 56 877 30 43,2002-05-27,"Hafnerstrasse 55
2301 Wetzikon",2016-09-21,
40a40a4d-4ea2-4c22-856f-c30928a83f04,Individual,I,F,Valeria Schoch,026 970 42 89,1988-09-15,"Probststrasse 30
8783 Dübendorf",2019-06-09,
da188758-6385-42e6-9b04-05a61640cd60,Individual,I,M,Björn Hasler,+41 41 660 25 19,1964-05-04,"Sigriststrasse 1
1885 Vevey",2013-11-06,
4fd6fd71-bfc1-4740-a119-ae97fc73cd01,Individual,I,F,Agnese Graf,056 762 65 68,2000-09-03,"Hermannstrasse 22
6177 Wohlen",2012-08-30,
908d4142-e8ac-4b39-b5e8-5c808cfac505,Individual,I,M,Lulzim Ammann,+41 71 199 66 11,1964-06-27,"Lustenbergerstrasse 918
2052 Vevey",2017-07-11,
695c4702-62b5-4d76-9351-2c0f464103e4,Individual,I,F,Adelheid Hotz,091 095 42 76,1964-05-14,"Zbindenstrasse 3
3078 Muttenz",2014-02-21,
a6570278-f2a7-44f1-9c37-444408765003,Individual,I,F,Alexandra Oneill,+1-488-475-5525,1974-03-21,"551 Sheri Forks Apt. 700
East Amanda, ID 33217",2018-01-02,
7bcd2836-b09c-48d0-b15e-c63a82662f23,Individual,I,F,Anne-Sophie Suter,+41 62 406 27 87,1982-02-15,"Friedlistrasse 71
5089 Langenthal",2012-03-19,
7e5aa625-fa8c-44a5-b7e6-e3ccfe1db2d5,Individual,I,F,Jade Bianchi,+41 22 343 36 99,1967-12-24,"Müllerstrasse 8
8803 Morges",2022-11-08,
843059ec-16e3-4e60-978f-6c21dce3ee57,Individual,I,F,Yolande Baur,071 310 78 95,1976-09-14,"Bolligerstrasse 5
4755 Crans-Montana",2010-11-24,
f3a767c4-2979-4c84-8c92-a9190f877d38,Individual,S,,,,,,2023-02-07,
f46621e1-6b3b-444e-b91f-2e86e82cf3e8,Individual,I,M,Luan Vogel,071 834 33 83,1994-06-18,"Kägistrasse 94
5496 Ostermundigen",2019-10-19,
1b7776e4-a467-46ca-a9f6-c2802c675bbf,Individual,S,,,,,,2017-05-14,
ce092241-9736-4976-89ef-4eefa61d8741,Individual,I,F,Vivienne Albrecht,033 767 78 86,1955-03-12,"Sutterstrasse 16
9242 Luzern",2017-10-16,
f121e6f7-3c31-4ba8-be20-490d08982045,Individual,I,M,Tom Ziegler,+41 33 515 19 13,1966-05-13,"Kälinstrasse 66
8473 Ittigen",2015-04-11,
9d58dfa8-18d2-4aa4-a23d-5a94c82ef6fd,Individual,I,F,Aisha Kägi,027 813 53 58,1960-09-16,"Steigerstrasse 74
8243 Richterswil",2016-08-24,
cd5d3f26-9899-41bb-917c-2b5aa841a264,Individual,I,F,Francisca Leu,071 889 84 85,1994-09-24,"Friedlistrasse 72
4525 Rüti",2010-06-14,
91dcb542-f9a3-4ad5-bf41-5d595b280ee3,Individual,I,M,Augusto Stettler,026 983 65 27,1972-11-01,"Hauserstrasse 23
1465 Chêne-Bougeries",2014-02-18,
a16dcf3e-5ac6-44ad-b8be-f7db558e219c,Individual,I,M,Csaba Arnold,061 836 56 94,1997-09-14,"Hartmannstrasse 37
6666 Wald",2022-11-24,
32688dff-2dd6-4528-9a11-574887638205,Individual,I,F,Géraldine Gerber,+41 91 715 94 29,1976-03-27,"Jennistrasse 46
3016 Belp",2021-03-16,
620bb35c-6e4a-4ea2-9401-425f53df2f53,Individual,I,M,Gilles Hoarau,+33 5 53 20 89 99,1960-09-09,"6, rue Lucas Deschamps
85522 Saint Philippe",2017-09-11,
fabb1e51-4606-4a92-87bf-f107e9caab5f,Individual,I,M,Pasquale Bachmann,056 371 80 39,1963-05-09,"Kuhnstrasse 87
5917 Herisau",2013-04-15,
5dce64c1-40fd-423a-8cc4-253075ae5549,Individual,I,F,Alessia Steiger,+41 21 902 90 68,1972-10-01,"Hotzstrasse 81
9518 Gossau",2018-12-26,
ffd074c6-3455-4340-a684-6911c1984052,Individual,I,F,Vivien Wirth,034 872 02 43,1951-12-05,"Blaserstrasse 4
5267 Zofingen",2011-09-11,
6d5cd95e-cb5d-4acf-bde6-bcac751b9e7e,Individual,I,M,Viktor Gut,043 944 06 04,1967-08-20,"Tannerstrasse 51
3921 Horw",2014-08-14,
bd8b3a5c-8b5d-4c3f-bc86-bc1b40b269ac,Individual,I,M,Mladen Kern,033 431 21 64,1955-07-18,"Gigerstrasse 1
9938 Bern",2014-05-26,
35d48be4-48a3-468f-ad23-1d55402c1933,Individual,I,M,Adrian Hartmann,027 274 29 31,1993-02-15,"Bühlerstrasse 19
1821 Romanshorn",2022-12-16,
dc4f11b5-ad47-4f44-8c72-ced839082257,Individual,I,F,Anja Blaser,+41 21 021 36 96,1977-10-15,"Steffenstrasse 19
2525 Flawil",2020-05-31,
056d1284-a2a2-49a2-93f4-4f30c72d2063,Individual,I,F,Christine Meister,056 674 14 50,1965-06-05,"Martistrasse 12
4029 Rapperswil-Jona",2021-10-20,
96f579ea-4d0c-46d7-b7ad-e1052c22c457,Individual,I,M,Marek Bolliger,061 448 18 73,1995-12-20,"Steinerstrasse 94
9304 Genf",2021-08-10,
62117b31-412a-446f-89d1-8cfc4f8f1ba5,Individual,S,,,,,,2015-09-15,
143133ab-11cc-44ec-8e1d-cf14ec80ffe6,Individual,I,F,Arta Vogel,062 600 76 74,1950-09-01,"Schwabstrasse 47
6355 Herisau",2010-12-20,
c9bbcd27-536a-442a-b8cc-fd949b9036e0,Individual,S,,,,,,2022-05-19,
e149481d-437b-4144-a3d8-dd54a64b5b5a,Individual,S,,,,,,2017-08-12,
0b39aa98-b776-4022-a964-7d22d4d878f4,Individual,I,F,Selma Schär,+41 21 937 12 46,1967-02-24,"Kägistrasse 35
2696 Wald",2019-09-21,
9a9031fe-2ea3-4b9a-b4cd-128eb4905a08,Individual,I,M,László Christen,022 058 72 42,1991-07-30,"Baurstrasse 60
1511 Muttenz",2015-05-14,
c9dca8f5-9661-418b-921d-dc9e1b64edfa,Individual,I,M,Andre Tanner,+41 52 718 17 36,1973-08-12,"Zehnderstrasse 64
1869 Biel/Bienne",2020-08-03,
e070ea01-9df3-4ae1-9520-a52563334902,Individual,I,M,Erion Fischer,091 693 98 99,1953-02-15,"Bättigstrasse 43
9089 Morges",2010-06-17,
afb7d9c3-fa61-47db-9fd6-f529574289e6,Individual,I,F,Ilona Lanz,+41 26 216 29 94,1961-04-19,"Schochstrasse 19
4035 Le Grand-Saconnex",2015-12-07,
57bf5ab9-a275-40b1-93ca-a8083fff882e,Individual,I,F,Salomé Tanner,+41 32 967 66 10,1990-09-11,"Grobstrasse 44
6421 Uster",2021-09-09,
91cd04f8-d985-4e35-afc8-fca81896c56a,Individual,I,F,Evelin Küng,+41 33 020 23 69,1987-03-12,"Gutstrasse 52
4364 Volketswil",2018-03-26,
13c1428d-7163-4199-b081-3621d1cd53e3,Individual,I,F,Giovanna Seiler,+41 21 810 80 94,1961-06-29,"Wehrlistrasse 2
8386 Allschwil",2010-07-06,
0a4dcb11-1a43-406c-a9b6-8ad280bdfe90,Individual,I,F,Therese Hunziker,+41 43 119 18 25,1965-12-12,"Betschartstrasse 91
7727 Arth",2021-01-29,
d7d16d0f-caec-4c17-8bd1-fce12d091492,Individual,S,,,,,,2022-09-04,
3d5d3642-8f3c-4ecf-bfe9-39dae0aa9b47,Individual,I,M,Tomislav Fuchs,+41 52 805 75 09,2002-09-01,"Ferraristrasse 40
2394 Plan-les-Ouates",2013-07-21,
fc100afd-33d4-422a-b4c9-2edbf941c58e,Individual,I,F,Sibylle Jost,043 795 43 02,1983-03-04,"Gutstrasse 6
8048 Adliswil",2013-05-01,
7207f664-eece-406e-9da6-3db91ccb345b,Individual,S,,,,,,2011-10-28,
09a03a7d-5640-432f-8159-6ef3adc0644a,Individual,I,F,Céline Maurer,+41 44 913 70 95,1963-06-27,"Freistrasse 64
7562 Onex",2018-03-19,
f99b4afa-67c2-4faf-ac74-a911a9b290e5,Individual,I,M,Loris Maier,+41 62 746 84 26,2002-08-16,"Lüthistrasse 9
7412 Liestal",2013-04-20,
70774e73-32dd-42ad-8b41-7c0e41fe477b,Individual,I,M,Gil Steiner,+41 62 105 30 77,1996-07-19,"Bättigstrasse 731
8768 Ostermundigen",2010-08-16,
33fabfb8-9727-45d2-9481-9c733a25f1ef,Individual,I,M,Gabriele Meister,062 995 66 31,1956-10-05,"Leustrasse 88
1422 Luzern",2017-02-26,
23cf49ef-f945-435d-a907-aceb0accfc22,Individual,I,M,Friedrich Hürlimann,022 721 37 04,1984-02-20,"Küngstrasse 236
5671 Münchenbuchsee",2022-11-23,
3e762c8d-ad99-499d-a02f-c4a3f765066a,Individual,S,,,,,,2022-11-03,
6ce93393-2946-42ba-8a35-8ca661aa6b3c,"Hotels, inns & guesthouses w. rest.",S,,,,,,2017-08-17,
e2a44fc1-81f7-4b05-bd08-5eda7ee86123,Individual,I,M,Albrecht Widmer,+41 52 953 88 52,1978-09-14,"Schulerstrasse 63
9149 Illnau-Effretikon",2018-04-07,
ab4defb3-5484-43a6-b266-e34be0308972,Individual,I,M,Finn Wyss,032 903 03 89,1990-05-29,"Vogtstrasse 3
1867 Dübendorf",2016-01-25,
b7eecd13-aabf-45c8-89cb-046bacedd1d7,Individual,I,F,Danielle Lüscher,044 842 61 70,1966-05-29,"Lüscherstrasse 80
9663 Münchenstein",2018-11-19,
639dca90-781b-4f85-8830-5a663f43c2d3,Individual,I,M,Alfred Schweizer,055 200 81 29,1983-07-16,"Käserstrasse 27
9533 Stäfa",2010-10-24,
8c38350d-b44b-4f54-a45b-abc0f16f9c29,Computer programming activities,B,F,Meyer & Cie.,+41 44 180 45 48,1968-01-24,"Hirtstrasse 82
4426 Oftringen",2015-04-12,
b3cf46c1-1021-49fb-ae29-d33178de5c12,Individual,I,M,Damjan Braun,+41 24 985 63 97,1953-11-08,"Eggerstrasse 9
1593 Risch",2016-03-06,
6441c40e-cb00-433c-960d-f1da5cd08cc0,Individual,S,,,,,,2018-06-17,
07e265da-3a3c-4832-8e48-dece8c1b247d,Individual,I,F,Caterina Bühlmann,+41 33 875 90 81,1965-03-20,"Sutterstrasse 72
3072 Altstätten",2019-09-17,
c2b66993-1362-4510-81eb-3465361815f8,Individual,I,F,Andreia Suter,+41 81 792 89 26,1992-06-24,"Joststrasse 185
6300 Kloten",2018-07-25,
ef560db6-bad8-47fb-a112-afccfe44ae10,Individual,I,F,Jill Bosshard,026 693 58 53,1959-04-30,"Forsterstrasse 32
5802 Monthey",2016-04-27,
59e042e8-afc8-4096-9d3b-4d6ef30dba9a,Individual,I,F,Annamarie Wettstein,+41 31 878 76 14,1965-08-10,"Imhofstrasse 44
6837 Thalwil",2014-05-09,
2cbb70be-02d4-456d-b70e-578beb2cd8c7,Individual,I,M,Christof Ritter,024 432 45 64,1972-04-02,"Siegriststrasse 28
5028 Gossau",2010-04-06,
a5e970b0-2ab2-4365-a158-159729da2ab7,Individual,I,M,Raik Krebs,+49(0)5644745014,1995-03-24,"Kreuselstr. 41-31
27420 Zschopau",2014-10-06,
1f0b1c4e-757f-467c-8bab-3d52c93cde1e,Individual,I,F,Pauline Mäder,+41 55 237 93 41,1966-06-09,"Gasserstrasse 6
3839 Mendrisio",2014-03-23,
ebc509c6-3390-4880-877c-5bff1ba2990d,Individual,I,M,Marcelo Wyss,+41 55 449 33 99,1953-06-18,"Hürlimannstrasse 34
3494 Zollikon",2017-04-21,
8d66d4dc-479a-4d3f-b50d-b5ee00418edf,Individual,I,M,Antoine Lebreton,+33 4 50 75 97 84,1999-09-17,"5, boulevard Gros
30928 Maurice",2012-04-10,
